Date,Suspanded Matter,Sulfur dioxide,Carbon monoxide,Nitrogen dioxide,Nitrous oxide,Phenol,Hydrogen chloride,Ammonia,Formaldehyde
2020-10-12,0.7317,0.1925,0.5333,1.07,0.5237,0.7333,0.173,0.2262,0.4667
2020-10-13,0.515,0.287,0.4258,0.98,0.5902,0.6889,0.1601,0.0694,1.1444
2020-10-14,0.45335000000000003,0.29225,0.43205000000000005,0.9097,0.48595,0.53335,0.1915,0.21565,0.875
2020-10-15,0.3917,0.2975,0.4383,0.8394,0.3817,0.3778,0.2229,0.3619,0.6056
2020-10-16,0.2217,0.337,0.4525,0.8928,0.5858,0.3778,0.1904,0.3506,0.6111
2020-10-17,0.2767,0.2952,0.445,1.2319,0.4258,0.2833,0.1802,0.3312,0.7056
2020-10-18,0.355,0.29835,0.4525,1.23875,0.5253,0.48055,0.20579999999999998,0.245,0.6778
2020-10-19,0.4333,0.3015,0.46,1.2456,0.6248,0.6778,0.2314,0.1588,0.65
2020-10-20,0.595,0.3113,0.5617,1.31,0.6052,0.6667,0.2062,0.2562,1.0333
2020-10-21,0.545,0.3702,0.4708,1.0688,0.7252,0.35,0.2225,0.2888,0.65
2020-10-22,0.9883,0.4015,0.8392,1.1681,0.525,1.0167,0.237,0.1469,0.5056
2020-10-23,0.8783,0.4295,0.745,1.2481,0.5825,0.6278,0.2445,0.2738,0.6056
2020-10-24,1.285,0.4402,0.5417,1.0394,0.6094,0.6944,0.2309,0.285,0.6611
2020-10-25,1.2813041176470588,0.44075470588235294,0.5426017647058823,1.0381811764705884,0.6100923529411765,0.6938447058823529,0.23086470588235294,0.28484941176470585,0.6618517647058824
2020-10-26,1.2776082352941176,0.44130941176470584,0.5435035294117647,1.0369623529411767,0.610784705882353,0.6932894117647059,0.23082941176470587,0.2846988235294117,0.6626035294117647
2020-10-27,1.2739123529411764,0.4418641176470588,0.544405294117647,1.0357435294117647,0.6114770588235294,0.6927341176470588,0.23079411764705882,0.2845482352941176,0.663355294117647
2020-10-28,1.2702164705882353,0.44241882352941175,0.5453070588235294,1.034524705882353,0.612169411764706,0.6921788235294117,0.23075882352941177,0.28439764705882353,0.6641070588235294
2020-10-29,1.2665205882352941,0.4429735294117647,0.5462088235294117,1.0333058823529413,0.6128617647058824,0.6916235294117647,0.2307235294117647,0.2842470588235294,0.6648588235294118
2020-10-30,1.262824705882353,0.4435282352941176,0.5471105882352941,1.0320870588235296,0.6135541176470589,0.6910682352941176,0.23068823529411764,0.2840964705882353,0.6656105882352942
2020-10-31,1.2591288235294116,0.44408294117647057,0.5480123529411765,1.0308682352941176,0.6142464705882353,0.6905129411764706,0.2306529411764706,0.28394588235294116,0.6663623529411765
2020-11-01,1.2554329411764704,0.4446376470588235,0.5489141176470588,1.029649411764706,0.6149388235294118,0.6899576470588236,0.2306176470588235,0.28379529411764703,0.6671141176470589
